MOU HOUN (VOLTA NOIRE)                  SAMANDENI
 0.000 0.000 0.000 0.000 0.000 0.000 9999. 6.000 5.000 3.000             1 51981
 6.000 4.000 5.000 9.00012.00013.00012.000 9.000 9.000 8.000             2 51981
 9.00014.00024.00032.00033.00030.00027.00026.000 9999.23.00022.000       3 51981
 9999. 9999. 7.000 5.000 4.000 3.000 2.000 2.000 2.000 2.000             1 61981
 2.000 3.000 2.000 2.000 1.000 9999. 9999. 9999. 9999. 0.000             2 61981
 0.000 1.000 2.000 6.000 4.000 4.00010.00019.00029.00038.000 9999.       3 61981
48.00054.00057.00059.00059.00056.00048.00043.00039.00038.000             1 71981
35.00031.00026.00022.00019.00017.00017.00017.000 9999.13.000             2 71981
13.00014.00023.00029.00031.00032.00033.00033.00041.00042.00041.000       3 71981
44.00047.00049.00048.00046.00056.00062.00064.00067.00066.000             1 81981
62.00056.00053.00055.00057.00061.00067.00071.00076.00086.000             2 81981
100.00115.00121.00 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.       3 81981
 9999. 9999. 9999.263.00266.00264.00234.00232.00233.00230.00             1 91981
225.00223.00219.00217.00214.00209.00205.00205.00206.00209.00             2 91981
217.00218.00217.00208.00202.00198.00190.00184.00179.00168.00 9999.       3 91981
156.00139.00123.00121.00117.00106.00102.00 9999. 9999.68.000             1101981
 9999. 9999. 9999. 9999. 9999.33.00031.00030.00029.00027.000             2101981
23.00021.00019.00018.00018.00016.00015.00013.00012.00011.00011.000       3101981
10.00010.00010.000 9.000 9.000 7.000 7.000 7.000 6.000 6.000             1111981
 6.000 6.000 5.000 5.000 4.000 4.000 4.000 4.000 3.000 3.000             2111981
 3.000 3.000 2.000 2.000 2.000 2.000 2.000 2.000 2.000 1.000 9999.       3111981
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             1121981
 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2121981
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3121981
 9999. 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 11982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 11982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 11982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 21982
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             2 21982
 9999. 9999. 9999. 9999. 0.000 0.000 0.000 0.000 9999. 9999. 9999.       3 21982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 31982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 41982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999.       3 41982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 51982
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.             2 51982
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.       3 51982
13.00011.00010.000 9.000 8.000 9.000 9.00010.00010.00010.000             1 61982
10.00010.000 9999. 9999. 9999. 9999.31.00023.00024.00019.000             2 61982
17.00014.00012.00010.000 9.000 8.000 9999. 9999. 9999. 9999. 9999.       3 61982
 9999. 9999. 9999. 9999. 9999. 7.000 7.000 8.00010.00010.000             1 71982
11.00013.00014.00014.00015.00016.00014.00013.00010.000 8.000             2 71982
 9.00012.000 9999. 9999. 9999.26.00026.00026.00024.00025.00027.000       3 71982
34.00033.00034.000 9999. 9999. 9999.31.00033.00033.00039.000             1 81982
43.00046.00054.00063.00076.00084.00089.00091.00091.00091.000             2 81982
94.00092.000 9999.89.00088.00088.00085.00083.000 9999. 9999. 9999.       3 81982
 9999. 9999.64.00069.00075.00079.00081.00087.000103.00114.00             1 91982
137.00153.00158.00165.00178.00182.00185.00187.00190.00192.00             2 91982
191.00190.00185.00182.00179.00175.00169.00164.00157.00145.00 9999.       3 91982
132.00125.00121.00112.00105.0095.00082.00077.00074.00070.000             1101982
68.00068.00066.00062.00055.00045.00041.00037.00033.00030.000             2101982
27.00025.00024.000 9999. 9999. 9999.22.00016.00014.00014.000 9999.       3101982
14.00013.00013.00012.00012.00012.00012.00012.00012.00011.000             1111982
10.00010.000 9.000 8.000 7.000 9999. 9999. 9999. 9999. 9999.             2111982
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.       3111982
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             1 31983
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             2 31983
 9999. 9999. 9999. 9999. 9999. 0.000 0.000 0.000 0.000 9999. 0.000       3 31983
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41983
 0.000 0.000 0.000 0.000 9999. 0.000 0.000 0.000 0.000 0.000             2 41983
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999. 9999.       3 41983
 9999. 9999. 9999. 9999. 9999. 9999. 0.000 0.000 0.000 0.000             1 51983
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.             2 51983
 9999. 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 51983
 0.000 0.000 0.000 0.000 0.000 9999. 9999. 0.000 0.000 0.000             1 61983
 0.000 0.000 0.000 9999. 9999. 9999.10.00011.00011.00012.000             2 61983
 9999. 9999. 9999.13.00015.00018.00020.00020.00018.00016.000 9999.       3 61983
13.00012.00011.00010.00010.000 9.000 8.000 7.000 5.000 6.000             1 71983
10.00012.00014.00015.00021.00030.00027.00062.00087.00094.000             2 71983
90.00084.00077.00073.00070.00063.00057.00055.00060.00063.00059.000       3 71983
53.00044.00041.00042.00043.00048.00055.00058.00064.00089.000             1 81983
64.00060.00064.00073.00087.00094.00097.000 9999.101.0092.000             2 81983
86.00078.00071.00067.000 9999. 9999.70.00071.00076.00068.00067.000       3 81983
70.00073.000 9999.82.00080.00074.00070.00064.00062.00060.000             1 91983
57.00055.00053.00057.00062.00067.00073.00081.00097.000107.00             2 91983
112.00117.00123.00 9999. 9999. 9999.163.00161.00156.00148.00 9999.       3 91983
128.00121.00120.00 9999.96.00085.00077.00068.00059.00054.000             1101983
48.00042.000 9999.23.00021.00018.00016.00015.00013.000 9999.             2101983
11.00011.00010.000 9.000 9999. 9999. 7.000 9999. 7.000 9999. 5.000       3101983
 5.000 5.000 5.000 4.000 4.000 3.000 9999. 3.000 9999. 2.000             1111983
 2.000 2.000 9999. 9999. 2.000 1.000 9999. 9999. 1.000 9999.             2111983
 1.000 1.000 1.000 1.000 0.000 0.000 9999. 0.000 0.000 0.000 9999.       3111983
 0.000 0.000 9999. 0.000 0.000 9999. 9999. 0.000 0.000 0.000             1121983
 0.000 0.000 0.000 9999. 0.000 0.000 0.000 0.000 0.000 0.000             2121983
 9999. 9999. 9999. 9999. 9999. 0.000 9999. 9999. 9999. 9999. 0.000       3121983
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 0.000             1 11984
 0.000 0.000 9999. 9999. 0.000 0.000 0.000 0.000 0.000 0.000             2 11984
 0.000 0.000 9999. 0.000 9999. 0.000 0.000 9999. 0.000 9999. 9999.       3 11984
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 21984
 0.000 0.000 0.000 0.000 9999. 9999. 0.000 9999. 0.000 0.000             2 21984
 0.000 0.000 0.000 9999. 9999. 9999. 0.000 9999. 9999. 9999. 9999.       3 21984
 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999. 9999. 0.000             1 31984
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999.             2 31984
 9999. 0.000 9999. 9999. 0.000 9999. 9999. 0.000 9999. 0.000 0.000       3 31984
 0.000 9999. 0.000 0.000 0.000 9999. 9999. 9999. 9999. 0.000             1 41984
 9999. 9999. 9999. 0.000 9999. 9999. 9999. 0.000 9999. 9999.             2 41984
 9999. 0.000 9999. 0.000 9999. 9999. 0.000 9999. 9999. 0.000 9999.       3 41984
 9999. 0.000 9999. 9999. 0.000 9999. 0.000 9999. 9999. 9999.             1 51984
 9999. 0.000 9999. 9999. 0.000 0.000 0.000 0.000 0.000 9999.             2 51984
 9999. 0.000 9999. 0.000 9999. 9999. 3.000 5.000 9999. 6.000 8.000       3 51984
10.00013.00012.00010.000 9.000 8.000 8.000 8.000 9.000 9.000             1 61984
14.000 9999.13.00013.00015.00026.00036.00043.00046.00044.000             2 61984
45.00045.00042.00038.00029.00020.00016.00015.00014.00015.000 9999.       3 61984
16.00015.00014.00012.000 9999. 9999. 4.000 4.000 9999. 3.000             1 71984
 2.000 2.000 3.000 4.000 7.000 8.000 8.000 8.000 7.000 9.000             2 71984
10.00010.00010.00011.000 9999. 9999. 9999.16.00018.00020.00020.000       3 71984
19.00020.00023.00025.00026.00027.00026.00025.00026.00029.000             1 81984
30.00033.00039.00042.00042.00041.00041.000 9999. 9999.42.000             2 81984
 9999. 9999. 9999.41.00036.00031.00027.00026.00026.00029.000 9999.       3 81984
 9999.39.00036.00032.00029.00026.00029.00034.00042.00046.000             1 91984
51.00055.00059.00062.00066.00065.00063.00063.00063.00065.000             2 91984
68.00068.00068.00068.00068.00063.00059.00056.00056.00056.000 9999.       3 91984
56.00056.00055.00054.00052.00046.00041.00034.00038.00042.000             1101984
43.00044.00047.00050.00051.00046.00039.00035.00033.00030.000             2101984
27.00025.00022.00016.00013.00012.000 9999. 9999. 9999. 9999. 9999.       3101984
 6.000 6.000 6.000 5.000 5.000 4.000 9999. 3.000 3.000 2.000             1111984
 2.000 2.000 2.000 2.000 9999. 1.000 1.000 1.000 1.000 9999.             2111984
 0.000 0.000 0.000 0.000 0.000 0.000 9999. 0.000 0.000 9999. 9999.       3111984
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999.             1121984
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2121984
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3121984
130.00126.00124.00123.00121.00119.00117.00117.00117.00118.00             1 91990
120.00119.00117.00114.00110.00105.0099.00093.00088.00084.000             2 91990
79.00075.00075.00066.00062.00059.00057.00054.00052.00049.000 9999.       3 91990
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 11991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 11991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 11991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 21991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 21991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.       3 21991
 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 31991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 41991
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 2.000 1.000 9999.       3 41991
 1.000 4.000 7.00010.00012.00013.000 9.000 5.000 3.000 1.000             1 51991
 0.000 0.000 1.000 2.000 1.000 3.000 3.000 4.000 3.000 3.000             2 51991
 4.000 4.000 4.000 2.000 5.00012.00015.00016.00017.00017.00017.000       3 51991
20.00025.00030.00031.00033.00035.000 9999. 9999.37.00035.000             1 61991
33.00032.00031.00030.00030.00029.00026.00023.00020.00015.000             2 61991
12.000 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.       3 61991
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             1 31992
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             2 31992
 9999. 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31992
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41992
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 41992
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999.       3 41992
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 51992
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 51992
 0.000 0.000 0.000 2.000 2.000 2.000 1.000 1.000 1.000 1.000 1.000       3 51992
 1.000 3.000 5.000 6.000 6.000 5.000 5.000 6.000 7.000 6.000             1 61992
 5.000 4.000 4.000 5.000 5.000 6.000 6.000 7.000 6.000 5.000             2 61992
 4.000 3.000 3.000 4.000 5.000 7.000 7.000 8.000 7.000 6.000 9999.       3 61992
 5.000 4.000 3.000 2.000 2.000 3.000 3.000 2.000 3.000 4.000             1 71992
 3.000 3.000 3.000 4.000 4.000 4.000 5.000 7.00011.00013.000             2 71992
15.00018.00018.00031.00035.00042.00042.00042.00041.00040.00038.000       3 71992
36.00035.00036.00036.00035.00034.00033.00033.00033.00032.000             1 81992
32.00030.00030.00028.00026.00023.00022.00021.00021.00021.000             2 81992
24.00026.00026.00031.00036.00041.00047.00062.00076.00088.000101.00       3 81992
108.00114.00119.00124.00126.00127.00128.00130.00138.00149.00             1 91992
156.00159.00160.00160.00162.00162.00162.00161.00161.00160.00             2 91992
160.00158.00158.00146.00136.00128.00119.00112.00105.0098.000 9999.       3 91992
91.00083.00074.00064.00052.00042.00033.00028.00025.00022.000             1101992
21.00020.00021.00023.00025.00024.00020.00018.00016.00014.000             2101992
14.00014.00014.00014.00013.00013.00012.00012.00011.00010.000 9.000       3101992
 9.000 8.000 8.000 8.000 7.000 7.000 7.000 6.000 6.000 6.000             1111992
 6.000 6.000 6.000 7.000 7.000 7.000 7.000 7.000 6.000 6.000             2111992
 6.000 6.000 6.000 5.000 4.000 4.000 4.000 3.000 3.000 3.000 9999.       3111992
 3.000 3.000 3.000 2.000 2.000 2.000 2.000 2.000 2.000 1.000             1121992
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             2121992
 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3121992
VOLTA NOIRE                             VONKORO
12.00012.00012.00011.00011.00010.00010.00010.00010.00010.000             1 11979
 9.000 9.000 9.000 9.000 8.000 8.000 8.000 8.000 7.000 7.000             2 11979
 7.000 7.000 6.000 6.000 6.000 6.000 5.000 5.000 5.000 5.000 5.000       3 11979
 5.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000 3.000 3.000             1 21979
 3.000 3.000 3.000 3.000 3.000 3.000 3.000 2.000 2.000 2.000             2 21979
 2.000 2.000 2.000 1.000 1.000 1.000 1.000 1.000 9999. 9999. 9999.       3 21979
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             1 31979
 1.000 1.000 1.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31979
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000       3 31979
 1.000 1.000 1.000 1.000 1.000 0.000 0.000 0.000 0.000 0.000             1 41979
 0.000 0.000 0.000 0.000 0.000 0.000 1.000 2.000 2.000 1.000             2 41979
 1.000 1.000 1.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 9999.       3 41979
 1.000 2.000 6.000 9.00012.00012.00010.00010.00012.00015.000             1 51979
18.00029.00057.00061.00053.00054.00056.00058.00060.00052.000             2 51979
36.00030.00023.00018.00019.00043.00063.00068.00073.00059.00044.000       3 51979
37.00029.00025.00025.00057.00076.000163.00165.00173.00149.00             1 61979
132.00138.00176.00281.00370.00335.00276.00259.00284.00297.00             2 61979
301.00281.00240.00233.00220.00208.00196.00181.00174.00167.00 9999.       3 61979
164.00157.00143.00135.00 9999. 9999.150.00152.00138.00124.00             1 71979
119.00112.00109.00122.00148.00158.00180.00194.00221.00245.00             2 71979
248.00267.00307.00385.00388.00438.00456.00454.00455.00430.00414.00       3 71979
422.00425.00406.00392.00381.00370.00373.00396.00402.00399.00             1 81979
388.00356.00339.00377.00405.00398.00388.00373.00349.00329.00             2 81979
300.00284.00275.00296.00312.00320.00344.00373.00438.00571.00583.00       3 81979
621.00704.00693.00713.00725.00715.00693.00639.00618.00617.00             1 91979
611.00653.00719.00755.00785.00814.00814.00810.00814.00810.00             2 91979
802.00785.00770.00752.00720.00695.00664.00673.00720.00686.00 9999.       3 91979
685.00676.00665.00644.00625.00575.00545.00549.00545.00513.00             1101979
491.00470.00416.00395.00366.00354.00331.00310.00289.00256.00             2101979
241.00229.00227.00221.00213.00206.00199.00192.00186.00183.00180.00       3101979
178.00172.00160.00152.00140.00133.00122.00113.00107.0099.000             1111979
94.00090.00087.00085.00082.00079.00076.00072.00071.00070.000             2111979
70.00069.00067.00065.00063.00061.00060.00060.00059.00059.000 9999.       3111979
59.00059.00058.00056.00055.00054.00053.00052.00051.00050.000             1121979
48.00047.00045.00042.00039.00037.00036.00032.00028.00025.000             2121979
21.00018.00016.00014.00014.00017.00026.00025.00019.00019.00017.000       3121979
 6.000 6.000 6.000 6.000 5.000 5.000 5.000 5.000 5.000 5.000             1 11982
 5.000 5.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000             2 11982
 4.000 4.000 4.000 4.000 4.000 4.000 3.000 3.000 3.000 3.000 3.000       3 11982
 3.000 3.000 3.000 3.000 3.000 3.000 3.000 2.000 2.000 2.000             1 21982
 2.000 2.000 2.000 2.000 2.000 2.000 3.000 2.000 3.000 3.000             2 21982
 3.000 2.000 2.000 3.000 3.000 3.000 3.000 3.000 9999. 9999. 9999.       3 21982
 3.000 3.000 2.000 2.000 2.000 2.000 2.000 2.000 1.000 1.000             1 31982
 1.000 1.000 1.000 1.000 1.000 2.000 1.000 1.000 2.000 2.000             2 31982
 2.000 2.000 2.000 1.000 1.000 1.000 1.000 3.00011.00013.00012.000       3 31982
11.00010.000 8.000 8.000 7.000 7.000 7.000 7.000 7.000 6.000             1 41982
 5.000 5.000 4.000 4.000 4.000 4.000 5.000 7.000 8.00011.000             2 41982
17.00030.00026.00023.00022.00023.00024.00020.00017.00014.000 9999.       3 41982
15.00014.00019.00019.00020.00017.00015.00019.00024.00025.000             1 51982
27.00034.00043.00051.00078.00087.00088.00077.00046.00038.000             2 51982
30.00028.00025.00024.00020.00018.00017.00015.00014.00014.00011.000       3 51982
10.00015.00023.00043.00050.00054.00046.00038.00031.00031.000             1 61982
30.00028.00032.00032.00029.00025.00023.00024.00029.00034.000             2 61982
36.00036.00036.00034.00041.00058.00047.00040.00042.00046.000 9999.       3 61982
43.00039.00035.00035.00041.00056.00049.00042.00035.00031.000             1 71982
27.00029.00047.00054.00060.00057.00056.000113.0054.00072.000             2 71982
98.00074.00079.00071.00055.00030.000109.00109.00114.0078.00063.000       3 71982
96.000132.00159.00144.00113.00104.0082.00070.00064.00096.000             1 81982
126.00125.00132.00146.00176.00203.00186.00164.00168.00166.00             2 81982
154.00129.00116.00110.00103.00131.00162.00170.00208.00223.00254.00       3 81982
